50,1,1600,1850
1600,8.55602,872.44012,0.00000
1605,9.28962,947.24377,0.12700
1610,9.81946,1001.27038,0.25500
1615,10.65510,1086.47949,0.38100
1620,11.25045,1147.18530,0.50900
1625,12.00526,1224.15173,0.63700
1630,13.29537,1355.70227,0.76400
1635,13.77738,1404.85180,0.89200
1640,14.96168,1525.61193,1.02100
1645,15.02876,1532.45227,1.14900
1650,15.52300,1582.84887,1.27700
1655,16.55487,1688.06640,1.40400
1660,17.59055,1793.67260,1.53200
1665,19.08607,1946.16760,1.66100
1670,20.12051,2051.64819,1.78900
1675,20.23015,2062.82690,1.91700
1680,21.09799,2151.31884,2.04400
1685,21.55146,2197.55908,2.17200
1690,21.82219,2225.16503,2.30100
1695,22.39740,2283.81738,2.42900
1700,22.42545,2286.67822,2.55700
1705,22.83276,2328.21020,2.68400
1710,23.50844,2397.10791,2.81200
1715,23.97376,2444.55566,2.94100
1720,24.69878,2518.48486,3.06900
1725,25.42206,2592.23583,3.19800
1730,26.10304,2661.67456,3.32400
1735,25.98420,2649.55639,3.45200
1740,25.97278,2648.39208,3.58000
1745,26.44958,2697.01049,3.70700
1750,27.11490,2764.85180,3.83500
1755,27.12018,2765.38989,3.96400
1760,26.67008,2719.49462,4.09200
1765,27.69659,2824.16528,4.22000
1770,28.08823,2864.09960,4.34700
1775,27.18172,2771.66528,4.47500
1780,27.37280,2791.14868,4.60400
1785,28.81001,2937.69848,4.73200
1790,29.86045,3044.80981,4.86000
1795,29.99043,3058.06372,4.98700
1800,31.36701,3198.43066,5.11500
1805,30.82825,3143.49462,5.24100
1810,30.07468,3066.65380,5.36900
1815,30.52046,3112.10913,5.49700
1820,31.29229,3190.81201,5.62400
1825,31.54289,3216.36499,5.75200
1830,32.03353,3266.39404,5.88000
1835,32.90458,3355.21337,6.00600
1840,33.44688,3410.51123,6.13500
1845,33.18220,3383.52270,6.26400
1850,33.49486,3415.40307,6.39200
