50,2,1600,1850
1600,8.88834,906.32580,0.00000
1605,9.83747,1003.10668,0.20300
1610,11.09722,1131.56103,0.40600
1615,12.21989,1246.03747,0.60900
1620,13.29757,1355.92590,0.81400
1625,15.16960,1546.81396,1.01800
1630,16.13675,1645.43127,1.22300
1635,17.50337,1784.78271,1.42600
1640,18.37543,1873.70581,1.63000
1645,19.31427,1969.43688,1.83300
1650,19.81068,2020.05493,2.03800
1655,20.03881,2043.31677,2.24100
1660,20.31972,2071.96020,2.44500
1665,20.28359,2068.27636,2.65000
1670,20.91618,2132.78100,2.85300
1675,21.62101,2204.65112,3.05700
1680,22.69775,2314.44311,3.26000
1685,22.33445,2277.39843,3.46500
1690,22.24475,2268.25219,3.66900
1695,22.12808,2256.35522,3.87400
1700,23.39813,2385.85961,4.07500
1705,23.33774,2379.70263,4.28000
1710,23.87985,2434.97973,4.48400
1715,24.03962,2451.27124,4.68900
1720,24.27672,2475.44750,4.89300
1725,24.93159,2542.22387,5.09600
1730,25.38234,2588.18579,5.29900
1735,26.21560,2673.15185,5.50400
1740,26.52907,2705.11572,5.70800
1745,26.19350,2670.89770,5.91200
1750,26.29109,2680.84887,6.11600
1755,26.52911,2705.11962,6.32000
1760,26.57393,2709.68945,6.52300
1765,27.07514,2760.79785,6.72700
1770,27.30395,2784.12890,6.93100
1775,27.77514,2832.17480,7.13500
1780,28.78988,2935.64575,7.34000
1785,29.37986,2995.80468,7.54200
1790,30.54354,3114.46313,7.74700
1795,30.67185,3127.54638,7.95000
1800,30.13175,3072.47412,8.15500
1805,30.86335,3147.07324,8.35900
1810,31.49688,3211.67309,8.56200
1815,32.57058,3321.15625,8.76500
1820,32.30702,3294.28222,8.97000
1825,32.69509,3333.85180,9.17400
1830,33.12853,3378.04931,9.37800
1835,32.95148,3359.99560,9.58300
1840,33.42205,3407.97949,9.78500
1845,33.59065,3425.17114,9.98900
1850,32.96559,3361.43432,10.19300
