50,1,1600,1850
1600,8.32636,849.02166,0.00000
1605,9.01116,918.84942,0.12800
1610,9.52945,971.69885,0.25400
1615,10.39366,1059.82019,0.38200
1620,11.10881,1132.74316,0.51100
1625,11.74876,1197.99719,0.63900
1630,13.26947,1353.06115,0.76700
1635,13.44159,1370.61206,0.89400
1640,14.22381,1450.37280,1.02200
1645,15.25419,1555.43884,1.15000
1650,15.69669,1600.55993,1.27700
1655,16.82917,1716.03649,1.40500
1660,17.75521,1810.46264,1.53400
1665,18.64116,1900.80151,1.66200
1670,19.94642,2033.89550,1.79000
1675,21.09778,2151.29833,1.91700
1680,21.65517,2208.13378,2.04500
1685,22.25724,2269.52612,2.17400
1690,22.29361,2273.23388,2.30200
1695,22.52784,2297.11816,2.43000
1700,22.52089,2296.40917,2.55700
1705,22.19553,2263.23364,2.68500
1710,22.69248,2313.90576,2.81400
1715,23.35663,2381.62817,2.94200
1720,24.02740,2450.02490,3.07000
1725,25.20474,2570.07641,3.19700
1730,25.79945,2630.71728,3.32500
1735,25.54884,2605.16406,3.45100
1740,24.95001,2544.10205,3.57900
1745,25.48488,2598.64135,3.70800
1750,25.59745,2610.11987,3.83400
1755,26.70012,2722.55712,3.96200
1760,26.97253,2750.33447,4.09200
1765,27.74519,2829.12060,4.22000
1770,28.58484,2914.73803,4.34800
1775,28.59712,2915.99072,4.47400
1780,28.90273,2947.15283,4.60200
1785,29.67250,3025.64501,4.73200
1790,28.97818,2954.84643,4.86000
1795,29.96672,3055.64599,4.98800
1800,30.81926,3142.57763,5.11400
1805,31.65701,3228.00122,5.24200
1810,31.03500,3164.57666,5.37200
1815,30.77025,3137.58056,5.50000
1820,31.99735,3262.70532,5.62800
1825,32.99545,3364.47973,5.75400
1830,34.01463,3468.40356,5.88200
1835,33.70055,3436.37695,6.01200
1840,32.51995,3315.99340,6.14000
1845,32.59419,3323.56396,6.26800
1850,32.64934,3329.18701,6.39400
