50,2,1600,1850
1600,8.88017,905.49255,0.00000
1605,9.77595,996.83386,0.20100
1610,11.10849,1132.71069,0.40600
1615,12.23300,1247.37438,0.61000
1620,13.27844,1353.97595,0.81400
1625,15.37473,1567.72998,1.01600
1630,15.97501,1628.93994,1.22100
1635,17.62443,1797.12744,1.42500
1640,18.70055,1906.85742,1.62900
1645,19.52822,1991.25292,1.83400
1650,19.70690,2009.47290,2.03700
1655,19.88056,2027.18054,2.24000
1660,20.36342,2076.41650,2.44400
1665,20.72126,2112.90478,2.64900
1670,20.79172,2120.08911,2.85200
1675,21.37728,2179.79833,3.05700
1680,21.62970,2205.53662,3.26000
1685,22.28975,2272.84033,3.46400
1690,22.03540,2246.90576,3.66800
1695,21.91118,2234.23852,3.87200
1700,22.11254,2254.77075,4.07600
1705,22.39047,2283.11108,4.27900
1710,23.29251,2375.09008,4.48300
1715,24.18297,2465.88867,4.68700
1720,24.90093,2539.09692,4.89100
1725,25.61823,2612.23852,5.09600
1730,25.34494,2584.37231,5.30000
1735,25.02907,2552.16333,5.50300
1740,24.95014,2544.11499,5.70600
1745,25.38295,2588.24829,5.91100
1750,26.62238,2714.63061,6.11500
1755,28.05659,2860.87377,6.31900
1760,27.82103,2836.85449,6.52300
1765,27.91888,2846.83227,6.72600
1770,28.90082,2946.95849,6.93000
1775,29.21649,2979.14672,7.13500
1780,28.78639,2935.28955,7.33800
1785,28.82749,2939.48046,7.54100
1790,29.45272,3003.23461,7.74500
1795,30.19656,3079.08251,7.95000
1800,31.84645,3247.31811,8.15400
1805,32.69434,3333.77587,8.35800
1810,31.79142,3241.70727,8.56000
1815,31.06079,3167.20581,8.76500
1820,30.85295,3146.01293,8.96900
1825,31.15011,3176.31396,9.17300
1830,31.94011,3256.86816,9.37700
1835,32.89680,3354.42041,9.58100
1840,33.52622,3418.60107,9.78400
1845,34.46630,3514.45874,9.98800
1850,34.25844,3493.26391,10.19300
