50,1,1600,1850
1600,5.61162,572.20605,0.00000
1605,6.21725,633.96063,0.12800
1610,6.74149,687.41607,0.25500
1615,7.36500,750.99462,0.38100
1620,8.02858,818.65832,0.50700
1625,8.40175,856.70983,0.63500
1630,9.07848,925.71435,0.76100
1635,9.61872,980.80163,0.88900
1640,10.74871,1096.02478,1.01600
1645,11.33326,1155.62963,1.14400
1650,12.11988,1235.83984,1.27200
1655,13.17704,1343.63562,1.39800
1660,13.17268,1343.19165,1.52600
1665,14.52097,1480.67419,1.65600
1670,15.39922,1570.22692,1.78400
1675,15.90320,1621.61694,1.91200
1680,17.18647,1752.46972,2.03900
1685,18.26663,1862.61157,2.16600
1690,19.64337,2002.99450,2.29400
1695,20.70418,2111.16308,2.42100
1700,21.94360,2237.54467,2.54900
1705,22.40236,2284.32348,2.67800
1710,22.63580,2308.12646,2.80600
1715,22.59930,2304.40502,2.93400
1720,23.25823,2371.59497,3.06100
1725,24.85979,2534.90234,3.18900
1730,25.55558,2605.85058,3.31800
1735,25.89506,2640.46655,3.44600
1740,26.28025,2679.74365,3.57400
1745,26.68854,2721.37646,3.70100
1750,27.19997,2773.52539,3.82900
1755,28.53061,2909.20849,3.95800
1760,29.29342,2986.99072,4.08600
1765,29.65578,3023.93945,4.21400
1770,29.89810,3048.64892,4.34100
1775,30.14253,3073.57275,4.46900
1780,29.34570,2992.32202,4.59700
1785,29.33671,2991.40527,4.72400
1790,29.76980,3035.56591,4.85200
1795,30.19617,3079.04248,4.98100
1800,30.57481,3117.65185,5.10900
1805,29.59838,3018.08642,5.23700
1810,29.67419,3025.81738,5.36400
1815,30.70489,3130.91503,5.49200
1820,33.20441,3385.78637,5.62000
1825,33.65375,3431.60473,5.74500
1830,33.34065,3399.67846,5.87300
1835,34.40578,3508.28833,6.00100
1840,33.53650,3419.64916,6.12800
1845,33.75835,3442.27075,6.25600
1850,33.58772,3424.87231,6.38400
