50,2,1600,1850
1600,8.35541,851.98400,0.00000
1605,9.20647,938.76489,0.20300
1610,10.19026,1039.08007,0.40600
1615,11.28504,1150.71240,0.61100
1620,13.02847,1328.48693,0.81500
1625,13.92572,1419.97741,1.01900
1630,15.53882,1584.46179,1.22200
1635,16.43854,1676.20458,1.42600
1640,18.22949,1858.82446,1.63000
1645,19.28574,1966.52758,1.83400
1650,19.86409,2025.50134,2.03900
1655,19.83068,2022.09411,2.24300
1660,20.85244,2126.28149,2.44500
1665,21.72872,2215.63330,2.65000
1670,22.47453,2291.68212,2.85400
1675,22.03592,2246.95849,3.05800
1680,22.10103,2253.59716,3.26200
1685,21.89696,2232.78906,3.46600
1690,22.61144,2305.64331,3.66900
1695,23.06737,2352.13281,3.87300
1700,22.96383,2341.57519,4.07800
1705,22.47420,2291.64868,4.28100
1710,23.30315,2376.17529,4.48500
1715,23.28354,2374.17578,4.69000
1720,24.55298,2503.61767,4.89300
1725,25.25539,2575.24072,5.09600
1730,25.45717,2595.81640,5.30000
1735,25.51027,2601.23046,5.50500
1740,25.94553,2645.61279,5.70900
1745,25.61152,2611.55444,5.91400
1750,26.41065,2693.04101,6.11600
1755,26.66280,2718.75146,6.32000
1760,27.35454,2789.28662,6.52400
1765,28.04091,2859.27441,6.72900
1770,28.22147,2877.68603,6.93200
1775,28.67002,2923.42407,7.13500
1780,30.16440,3075.80273,7.33900
1785,28.93929,2950.88134,7.54400
1790,28.67478,2923.90966,7.74800
1795,29.21226,2978.71484,7.95100
1800,29.82674,3041.37182,8.15600
1805,30.84001,3144.69335,8.35900
1810,30.39788,3099.61059,8.56300
1815,30.04645,3063.77612,8.76700
1820,31.03735,3164.81567,8.97100
1825,30.95308,3156.22290,9.17500
1830,32.13251,3276.48681,9.37800
1835,32.25515,3288.99267,9.58300
1840,33.47901,3413.78686,9.78600
1845,33.33587,3399.19116,9.99000
1850,33.32148,3397.72460,10.19500
